address	chain	token_symbol	token_address	gmgn_tags	address_type	token_source_type	funding_source_type	first_buy_time_utc	last_active_utc	holding_pct	holding_value_usd	buy_volume_usd	sell_volume_usd	sell_pct	total_profit_usd	realized_profit_usd	unrealized_profit_usd	token_source_address	funding_source	final_role	evidence_level	signal_direction	action_code	write_to_database	suggest_gmgn_track	review_priority	sikk_remark
4oqLr7WAC6VeLWnhDkw8QA4HFbxsT8iAgNbCXmNJzexZ	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,bundler	普通钱包	主动买入	路由/工具节点候选	02:51:54	03:04:38	0.137%	668.86	887.89	803.4	53.125%	586.34	332.75	253.59		GfjD8eab6ebLRnbvjMHo2P11JFKrv2xrkVXVdQtktwTk	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
DZwgxGwTzaqFV91dBnoTeJWbirA4MCjwVNJ5jFfCpsSC	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,bundler	普通钱包	主动买入	路由/工具节点候选	02:50:57	03:04:43	0.083%	405.39	893.3	839.61	66.110%	355.76	251.71	104.04		8J7NGPfkD4oF2Pu8zXbxNvNfqhjaW668WnkNu7VrUv17	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,bundler,paper_hands	普通钱包	主动买入	路由/工具节点候选	00:55:35	01:05:27	0.000%	0	3746.76	3809.74	100.000%	40.12	40.12	0		kapRxcwXvkdCLgbc6WuxQtkTYYovs7buJ3hbMp4Xri2	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
FAMEcanszfKG6WrXstFZjhpcsRkBA6Y59K2m3Qsjv5sa	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,bundler,paper_hands	普通钱包	主动买入	路由/工具节点候选	00:47:05	00:47:40	0.000%	0	1747.31	1789.82	100.000%	37.16	37.16	0		5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
A7Nka4vVv4dqv7qCEVBE4eRVNPrnrtf6bcgWifzLPmpx	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,axiom,bundler,paper_hands	普通钱包	主动买入	路由/工具节点候选	02:49:20	02:50:42	0.000%	0	227.89	246.3	100.000%	16.77	16.77	0		u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,axiom,bundler,paper_hands	普通钱包	主动买入	路由/工具节点候选	02:52:14	02:55:51	0.000%	0	676.88	687.54	100.000%	9.99	9.99	0		5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
2JLTKcECTybkCEp64v7V4P4FijjKiMgKnFkX2WwRWTM6	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,axiom,bundler,paper_hands	普通钱包	主动买入	路由/工具节点候选	01:13:25	01:18:53	0.000%	0	1048.03	954.31	100.000%	-95.38	-95.38	0		7RXn9SgZi41SnZh6PEajvUYo19A1mprxFSj8Ss8iDPYz	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
EXUzBTmHcYYwoHXjVi4zRBrj92iAcbnDRnsjs5SZ5PoC	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	smart_degen,axiom,padre,bundler	普通钱包	主动买入	路由/工具节点候选	00:49:17	02:00:40	0.102%	495.62	889.54	0	0.000%	-405.85	0	-405.85		iGdFcQoyR2MwbXMHQskhmNsqddZ6rinsipHc4TNSdwu	普通交易钱包	E1	中性	A1	地址主档库	否	低	低权重记录
97K6nsFhBWDKwQf6heDDhDtsCRC4779LPHSFZkc2zqK4	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	kol,gmgn,transfer_in	普通钱包	转入	路由/工具节点候选	01:30:28	02:33:59	0.000%	0	2994.28	5596.42	100.000%	309.03	309.03	0	BiCQ7k6afuhQ9qjta32pxwaEWTTKYnF7unBVL3wg8aB8	69SNcRC8NqjHBSXEcugCN5oFKRQoKmddmWzZYc3tqtxk	分发派发钱包	E4/R2	结构+风险	A4+R	地址主档库,Token来源库,风险地址库,地址关系边库	是	高	Token转入后高比例卖出，疑似分发后派发
D6kXNABjhGYW46tyX4Xtx9wrsYAHRxs18TqxDyX18iNZ	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	trojan,paper_hands,transfer_in	普通钱包	转入	路由/工具节点候选	03:01:37	03:03:22	0.879%	4339.48	3622.62	10071.17	63.411%	5802.39	5126.02	676.37	5hkrcsizRezd5S1ek6NcvDSmSQcBxnTtoJezRvdPwwhp	E9wq5iKcQ55Jwnm7AckXd6MWQazLx5kW2w9gaPJ4QKKt	分发派发钱包	E4/R2	结构+风险	A4+R	地址主档库,Token来源库,风险地址库,地址关系边库	是	高	Token转入后高比例卖出，疑似分发后派发
7cNfaRiuyhaC56nUxpupS4YUK3h5RdwzrmukYTmPph1j	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	fresh_wallet,top_holder	普通钱包	主动买入	路由/工具节点候选	03:04:28	03:05:15	1.565%	7728.59	8403.49	0	0.000%	-677.28	0	-677.28		37NaQDusi5dnMxzVFC7sni8pE4evFGk3RgoLa2nBbGyV	普通交易钱包	E2	中性	A2	地址主档库	观察	中	Top holder但关键结构证据不足
suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	kol,axiom,photon,bundler,paper_hands	普通钱包	主动买入	路由/工具节点候选	00:17:59	00:20:15	0.000%	0	281.5	0	0.000%	511.99	511.99	0		7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1	结果钱包/KOL钱包	E3	正向+社交	A3	地址主档库,钱包结果档案库	观察	中	KOL参与，注意后续派发
Bf4zji6S979QySiGNjPJ2VMZ5i2SRVtAzfx8QUBScJm6	sol	ewon	12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy	axiom,fomo,top_holder	普通钱包	主动买入	路由/工具节点候选	00:54:18	01:29:55	1.068%	5270.89	7313.72	0	0.000%	-2045.88	0	-2045.88		ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1	普通交易钱包	E2	中性	A2	地址主档库	观察	中	Top holder但关键结构证据不足
